NAME                                      VERSION                TYPE                    
charset-normalizer                        3.4.1                  python                   
chroma-hnswlib                            0.7.6                  python                   
chromadb                                  0.5.23                 python                   
clevercsv                                 0.8.3                  python                   
click                                     8.1.8                  python                   
clickhouse-connect                        0.7.19                 python                   
cloudpickle                               3.1.1                  python                   
cohere                                    5.15.0                 python                   
colorama                                  0.4.6                  python                   
coloredlogs                               15.0.1                 python                   
colorlog                                  6.9.0                  python                   
composio-core                             0.7.1                  python                   
composio-langchain                        0.7.1                  python                   
coolname                                  2.2.0                  python                   
coreutils                                 9.1-1                  deb                      
crewai                                    0.102.0                python                   
cryptography                              43.0.3                 python                   
dash                                      0.5.12-2               deb                      
dataclasses-json                          0.6.7                  python                   
datasets                                  3.5.0                  python                   
debconf                                   1.5.82                 deb                      
debian-archive-keyring                    2023.3+deb12u1         deb                      
debianutils                               5.7-0.5~deb12u1        deb                      
decorator                                 5.2.1                  python                   
deepdiff                                  8.4.2                  python                   
defusedxml                                0.7.1                  python                   
deprecated                                1.2.18                 python                   
deprecation                               2.1.0                  python                   
diffutils                                 1:3.8-4                deb                      
dill                                      0.3.8                  python                   
diskcache                                 5.6.3                  python                   
distro                                    1.9.0                  python                   
dnspython                                 2.7.0                  python                   
docker                                    7.1.0                  python                   
docstring-parser                          0.16                   python                   
dpkg                                      1.21.22                deb                      
dspy                                      2.6.13                 python                   
dspy-ai                                   2.5.41                 python                   
duckdb                                    1.2.2                  python                   
duckduckgo-search                         7.2.1                  python                   
durationpy                                0.9                    python                   
e2b                                       1.3.5                  python                   
e2b-code-interpreter                      1.2.1                  python                   
e2fsprogs                                 1.47.0-2               deb                      
ecdsa                                     0.19.1                 python                   
elastic-transport                         8.17.1                 python                   
elasticsearch                             8.16.0                 python                   
emoji                                     2.14.1                 python                   
environs                                  9.5.0                  python                   
et-xmlfile                                2.0.0                  python                   
eval-type-backport                        0.2.2                  python                   
events                                    0.5                    python                   
executing                                 2.2.0                  python                   
faiss-cpu                                 1.9.0.post1            python                   
fake-useragent                            1.5.1                  python                   
fastapi                                   0.115.12               python                   
fastapi-pagination                        0.12.34                python                   
fastavro                                  1.9.7                  python                   
filelock                                  3.18.0                 python                   
filetype                                  1.2.0                  python                   
findutils                                 4.9.0-4                deb                      
firecrawl-py                              1.17.0                 python                   
flaml                                     2.3.4                  python                   
flatbuffers                               25.2.10                python                   
frozendict                                2.4.6                  python                   
frozenlist                                1.6.0                  python                   
fsspec                                    2024.12.0              python                   
future                                    1.0.0                  python                   
gcc-12-base                               12.2.0-14              deb                      
geomet                                    0.2.1.post1            python                   
gitdb                                     4.0.12                 python                   
gitpython                                 3.1.43                 python                   
google-ai-generativelanguage              0.6.15                 python                   
google-api-core                           2.24.2                 python                   
google-api-python-client                  2.154.0                python                   
google-auth                               2.39.0                 python                   
google-auth-httplib2                      0.2.0                  python                   
google-auth-oauthlib                      1.2.1                  python                   
google-cloud-aiplatform                   1.89.0                 python                   
google-cloud-bigquery                     3.31.0                 python                   
google-cloud-core                         2.4.3                  python                   
google-cloud-resource-manager             1.14.2                 python                   
google-cloud-storage                      2.19.0                 python                   
google-crc32c                             1.7.1                  python                   
google-generativeai                       0.8.5                  python                   
google-resumable-media                    2.7.2                  python                   
google-search-results                     2.4.2                  python  (+1 duplicate)   
googleapis-common-protos                  1.70.0                 python                   
gotrue                                    2.12.0                 python                   
gpgv                                      2.2.40-1.1             deb                      
grandalf                                  0.8                    python                   
greenlet                                  3.2.0                  python                   
grep                                      3.8-5                  deb                      
griffe                                    1.7.2                  python                   
groq                                      0.22.0                 python                   
grpc-google-iam-v1                        0.14.2                 python                   
grpcio                                    1.71.0                 python                   
grpcio-health-checking                    1.71.0                 python                   
grpcio-status                             1.71.0                 python                   
grpcio-tools                              1.71.0                 python                   
gunicorn                                  23.0.0                 python                   
gzip                                      1.12-1                 deb                      
h11                                       0.14.0                 python                   
h2                                        4.2.0                  python                   
hostname                                  3.23+nmu1              deb                      
hpack                                     4.1.0                  python                   
html5lib                                  1.1                    python                   
httpcore                                  1.0.8                  python                   
httplib2                                  0.22.0                 python                   
httptools                                 0.6.4                  python                   
httpx                                     0.27.2                 python                   
httpx-sse                                 0.4.0                  python                   
huggingface-hub                           0.30.2                 python                   
humanfriendly                             10.0                   python                   
hyperframe                                6.1.0                  python                   
idna                                      3.10                   python                   
ijson                                     3.3.0                  python                   
importlib-metadata                        8.0.0                  python  (+1 duplicate)   
importlib-metadata                        8.6.1                  python                   
importlib-resources                       6.5.2                  python                   
inflect                                   7.3.1                  python  (+1 duplicate)   
inflection                                0.5.1                  python                   
iniconfig                                 1.1.1                  python                   
iniconfig                                 2.1.0                  python                   
init-system-helpers                       1.65.2                 deb                      
instructor                                1.5.2                  python                   
ipython                                   9.1.0                  python                   
ipython-pygments-lexers                   1.1.1                  python                   
jaraco-collections                        5.1.0                  python  (+1 duplicate)   
jaraco-context                            5.3.0                  python  (+1 duplicate)   
jaraco-context                            6.0.1                  python                   
jaraco-functools                          4.0.1                  python  (+1 duplicate)   
jaraco-text                               3.12.1                 python  (+1 duplicate)   
jedi                                      0.19.2                 python                   
jinja2                                    3.1.6                  python                   
jiter                                     0.5.0                  python                   
jmespath                                  1.0.1                  python                   
joblib                                    1.4.2                  python                   
jq                                        1.8.0                  python                   
json-repair                               0.30.3                 python                   
json5                                     0.12.0                 python                   
jsonpatch                                 1.33                   python                   
jsonpath-python                           1.0.6                  python                   
jsonpickle                                4.0.5                  python                   
jsonpointer                               3.0.0                  python                   
jsonref                                   1.1.0                  python                   
jsonschema                                4.23.0                 python                   
jsonschema-specifications                 2024.10.1              python                   
kubernetes                                31.0.0                 python                   
langchain                                 0.3.10                 python                   
langchain-anthropic                       0.3.0                  python                   
langchain-astradb                         0.5.2                  python                   
langchain-aws                             0.2.7                  python                   
langchain-chroma                          0.1.4                  python                   
langchain-cohere                          0.3.3                  python                   
langchain-community                       0.3.10                 python                   
langchain-core                            0.3.54                 python                   
langchain-elasticsearch                   0.3.0                  python                   
langchain-experimental                    0.3.4                  python                   
langchain-google-calendar-tools           0.0.1                  python                   
langchain-google-community                2.0.3                  python                   
langchain-google-genai                    2.0.6                  python                   
langchain-google-vertexai                 2.0.7                  python                   
langchain-groq                            0.2.1                  python                   
langchain-milvus                          0.1.7                  python                   
langchain-mistralai                       0.2.3                  python                   
langchain-mongodb                         0.2.0                  python                   
langchain-nvidia-ai-endpoints             0.3.8                  python                   
langchain-ollama                          0.2.1                  python                   
langchain-openai                          0.2.12                 python                   
langchain-pinecone                        0.2.2                  python                   
langchain-sambanova                       0.1.0                  python                   
langchain-tests                           0.3.19                 python                   
langchain-text-splitters                  0.3.8                  python                   
langchain-unstructured                    0.1.5                  python                   
langchainhub                              0.1.21                 python                   
langflow                                  1.2.0                  python                   
langflow-base                             0.2.0                  python                   
langfuse                                  2.53.9                 python                   
langsmith                                 0.1.147                python                   
langwatch                                 0.1.16                 python                   
lark                                      1.2.2                  python                   
libacl1                                   2.3.1-3                deb                      
libapt-pkg6.0                             2.6.1                  deb                      
libattr1                                  1:2.5.1-4              deb                      
libaudit-common                           1:3.0.9-1              deb                      
libaudit1                                 1:3.0.9-1              deb                      
libblkid1                                 2.38.1-5+deb12u3       deb                      
libbz2-1.0                                1.0.8-5+b1             deb                      
libc-bin                                  2.36-9+deb12u10        deb                      
libc6                                     2.36-9+deb12u10        deb                      
libcap-ng0                                0.8.3-1+b3             deb                      
libcap2                                   1:2.66-4               deb                      
libcom-err2                               1.47.0-2               deb                      
libcrypt1                                 1:4.4.33-2             deb                      
libdb5.3                                  5.3.28+dfsg2-1         deb                      
libdebconfclient0                         0.270                  deb                      
libext2fs2                                1.47.0-2               deb                      
libffi8                                   3.4.4-1                deb                      
libgcc-s1                                 12.2.0-14              deb                      
libgcrypt20                               1.10.1-3               deb                      
libgdbm6                                  1.23-3                 deb                      
libgmp10                                  2:6.2.1+dfsg1-1.1      deb                      
libgnutls30                               3.7.9-2+deb12u4        deb                      
libgpg-error0                             1.46-1                 deb                      
libgssapi-krb5-2                          1.20.1-2+deb12u2       deb                      
libhogweed6                               3.8.1-2                deb                      
libidn2-0                                 2.3.3-1+b1             deb                      
libk5crypto3                              1.20.1-2+deb12u2       deb                      
libkeyutils1                              1.6.3-2                deb                      
libkrb5-3                                 1.20.1-2+deb12u2       deb                      
libkrb5support0                           1.20.1-2+deb12u2       deb                      
liblz4-1                                  1.9.4-1                deb                      
liblzma5                                  5.4.1-1                deb                      
libmd0                                    1.0.4-2                deb                      
libmount1                                 2.38.1-5+deb12u3       deb                      
libncursesw6                              6.4-4                  deb                      
libnettle8                                3.8.1-2                deb                      
libnsl2                                   1.3.0-2                deb                      
libp11-kit0                               0.24.1-2               deb                      
libpam-modules                            1.5.2-6+deb12u1        deb                      
libpam-modules-bin                        1.5.2-6+deb12u1        deb                      
libpam-runtime                            1.5.2-6+deb12u1        deb                      
libpam0g                                  1.5.2-6+deb12u1        deb                      
libpcre2-8-0                              10.42-1                deb                      
libreadline8                              8.2-1.3                deb                      
libseccomp2                               2.5.4-1+deb12u1        deb                      
libselinux1                               3.4-1+b6               deb                      
libsemanage-common                        3.4-1                  deb                      
libsemanage2                              3.4-1+b5               deb                      
libsepol2                                 3.4-2.1                deb                      
libsmartcols1                             2.38.1-5+deb12u3       deb                      
libsqlite3-0                              3.40.1-2+deb12u1       deb                      
libss2                                    1.47.0-2               deb                      
libssl3                                   3.0.15-1~deb12u1       deb                      
libstdc++6                                12.2.0-14              deb                      
libsystemd0                               252.36-1~deb12u1       deb                      
libtasn1-6                                4.19.0-2+deb12u1       deb                      
libtinfo6                                 6.4-4                  deb                      
libtirpc-common                           1.3.3+ds-1             deb                      
libtirpc3                                 1.3.3+ds-1             deb                      
libudev1                                  252.36-1~deb12u1       deb                      
libunistring2                             1.0-2                  deb                      
libuuid1                                  2.38.1-5+deb12u3       deb                      
libxxhash0                                0.8.1-1                deb                      
libzstd1                                  1.5.4+dfsg2-5          deb                      
litellm                                   1.60.2                 python                   
logfire-api                               3.14.0                 python                   
login                                     1:4.13+dfsg1-1+b1      deb                      
logsave                                   1.47.0-2               deb                      
loguru                                    0.7.3                  python                   
lsprotocol                                2023.0.1               python                   
lxml                                      5.3.2                  python                   
lz4                                       4.4.4                  python                   
magicattr                                 0.1.6                  python                   
mako                                      1.3.10                 python                   
markdown                                  3.7                    python                   
markdown-it-py                            3.0.0                  python                   
markdownify                               1.1.0                  python                   
markupsafe                                3.0.2                  python                   
marshmallow                               3.26.1                 python                   
matplotlib-inline                         0.1.7                  python                   
mawk                                      1.3.4.20200120-3.1     deb                      
mcp                                       1.1.3                  python                   
mdurl                                     0.1.2                  python                   
mem0ai                                    0.1.34                 python                   
metal-sdk                                 2.5.1                  python                   
metaphor-python                           0.1.23                 python                   
milvus-lite                               2.4.12                 python                   
mistralai                                 1.5.2                  python                   
mmh3                                      5.1.0                  python                   
monotonic                                 1.6                    python                   
more-itertools                            10.3.0                 python  (+1 duplicate)   
more-itertools                            10.6.0                 python                   
mount                                     2.38.1-5+deb12u3       deb                      
mpmath                                    1.3.0                  python                   
multidict                                 6.4.3                  python                   
multiprocess                              0.70.16                python                   
multitasking                              0.0.11                 python                   
my-test-package                           1.0                    python  (+1 duplicate)   
mypy-extensions                           1.0.0                  python                   
nanoid                                    2.0.0                  python                   
ncurses-base                              6.4-4                  deb                      
ncurses-bin                               6.4-4                  deb                      
needle-python                             0.5.0                  python                   
nest-asyncio                              1.6.0                  python                   
netbase                                   6.4                    deb                      
networkx                                  3.4.2                  python                   
nltk                                      3.9.1                  python                   
numexpr                                   2.10.2                 python                   
numpy                                     1.26.4                 python                   
oauthlib                                  3.2.2                  python                   
ollama                                    0.4.8                  python                   
onnxruntime                               1.21.1                 python                   
openai                                    1.75.0                 python                   
openinference-instrumentation             0.1.27                 python                   
openinference-instrumentation-langchain   0.1.41                 python                   
openinference-semantic-conventions        0.1.17                 python                   
openpyxl                                  3.1.5                  python                   
opensearch-py                             2.8.0                  python                   
openssl                                   3.0.15-1~deb12u1       deb                      
opentelemetry-api                         1.32.1                 python                   
opentelemetry-exporter-otlp               1.32.1                 python                   
opentelemetry-exporter-otlp-proto-common  1.32.1                 python                   
opentelemetry-exporter-otlp-proto-grpc    1.32.1                 python                   
opentelemetry-exporter-otlp-proto-http    1.32.1                 python                   
opentelemetry-exporter-prometheus         0.53b1                 python                   
opentelemetry-instrumentation             0.53b1                 python                   
opentelemetry-instrumentation-asgi        0.53b1                 python                   
opentelemetry-instrumentation-fastapi     0.53b1                 python                   
opentelemetry-proto                       1.32.1                 python                   
opentelemetry-sdk                         1.32.1                 python                   
opentelemetry-semantic-conventions        0.53b1                 python                   
opentelemetry-util-http                   0.53b1                 python                   
optuna                                    4.3.0                  python                   
orderly-set                               5.4.0                  python                   
orjson                                    3.10.15                python                   
overrides                                 7.7.0                  python                   
packaging                                 24.2                   python  (+2 duplicates)  
pandas                                    2.2.3                  python                   
paramiko                                  3.5.1                  python                   
parso                                     0.8.4                  python                   
passlib                                   1.7.4                  python                   
passwd                                    1:4.13+dfsg1-1+b1      deb                      
pdfminer-six                              20250327               python                   
pdfplumber                                0.11.6                 python                   
peewee                                    3.17.9                 python  (+1 duplicate)   
perl-base                                 5.36.0-7+deb12u1       deb                      
pexpect                                   4.9.0                  python                   
pgvector                                  0.3.6                  python                   
pillow                                    11.2.1                 python                   
pinecone                                  5.4.2                  python                   
pinecone-plugin-inference                 3.1.0                  python                   
pinecone-plugin-interface                 0.0.7                  python                   
pip                                       25.0.1                 python                   
platformdirs                              4.2.2                  python  (+1 duplicate)   
platformdirs                              4.3.7                  python                   
pluggy                                    1.5.0                  python                   
portalocker                               2.10.1                 python                   
postgrest                                 0.16.11                python                   
posthog                                   3.25.0                 python                   
primp                                     0.15.0                 python                   
prometheus-client                         0.21.1                 python                   
prompt-toolkit                            3.0.51                 python                   
propcache                                 0.3.1                  python                   
proto-plus                                1.26.1                 python                   
protobuf                                  5.29.4                 python                   
psycopg                                   3.2.6                  python                   
psycopg-binary                            3.2.6                  python                   
psycopg2-binary                           2.9.10                 python                   
ptyprocess                                0.7.0                  python                   
pure-eval                                 0.2.3                  python                   
py                                        1.11.0                 python                   
pyarrow                                   19.0.0                 python                   
pyasn1                                    0.4.8                  python                   
pyasn1-modules                            0.4.1                  python                   
pyautogen                                 0.5.3                  python                   
pycparser                                 2.22                   python                   
pycryptodome                              3.22.0                 python                   
pydantic                                  2.10.6                 python                   
pydantic-ai                               0.0.41                 python                   
pydantic-ai-slim                          0.0.41                 python                   
pydantic-core                             2.27.2                 python                   
pydantic-graph                            0.0.41                 python                   
pydantic-settings                         2.4.0                  python                   
pygments                                  2.19.1                 python                   
pyjwt                                     2.10.1                 python                   
pymilvus                                  2.4.9                  python                   
pymongo                                   4.10.1                 python                   
pynacl                                    1.5.0                  python                   
pyparsing                                 3.2.3                  python                   
pypdf                                     5.1.0                  python                   
pypdfium2                                 4.30.1                 python                   
pyperclip                                 1.9.0                  python  (+1 duplicate)   
pypika                                    0.48.9                 python  (+1 duplicate)   
pyproject-hooks                           1.2.0                  python                   
pysher                                    1.0.8                  python  (+1 duplicate)   
pytest                                    8.3.5                  python                   
pytest-asyncio                            0.26.0                 python                   
pytest-mock                               3.14.0                 python                   
pytest-socket                             0.7.0                  python                   
python                                    3.12.10                binary                   
python-dateutil                           2.9.0.post0            python                   
python-docx                               1.1.2                  python                   
python-dotenv                             1.1.0                  python                   
python-jose                               3.4.0                  python                   
python-lsp-jsonrpc                        1.1.2                  python                   
python-multipart                          0.0.20                 python                   
pytube                                    15.0.0                 python                   
pytz                                      2024.2                 python                   
pyvis                                     0.3.2                  python                   
pyyaml                                    6.0.2                  python                   
qdrant-client                             1.9.2                  python                   
qianfan                                   0.3.5                  python                   
ragstack-ai-knowledge-store               0.2.1                  python                   
readline-common                           8.2-1.3                deb                      
realtime                                  1.0.6                  python                   
redis                                     5.2.1                  python                   
referencing                               0.36.2                 python                   
regex                                     2024.11.6              python                   
requests                                  2.32.3                 python                   
requests-oauthlib                         2.0.0                  python                   
requests-toolbelt                         1.0.0                  python                   
retry                                     0.9.2                  python                   
rich                                      13.9.4                 python                   
rpds-py                                   0.24.0                 python                   
rsa                                       4.9.1                  python                   
ruff                                      0.11.6                 python                   
s3transfer                                0.10.4                 python                   
scrapegraph-py                            1.12.0                 python                   
sed                                       4.9-1                  deb                      
semver                                    3.0.4                  python                   
sentry-sdk                                2.26.1                 python                   
setuptools                                75.9.1                 python                   
setuptools                                78.1.1                 python                   
shapely                                   2.1.0                  python                   
shellingham                               1.5.4                  python                   
simsimd                                   6.2.1                  python                   
six                                       1.17.0                 python                   
smmap                                     5.0.2                  python                   
smolagents                                1.14.0                 python                   
sniffio                                   1.3.1                  python                   
soupsieve                                 2.6                    python                   
spider-client                             0.1.24                 python  (+1 duplicate)   
sqlalchemy                                2.0.40                 python                   
sqlmodel                                  0.0.22                 python                   
sse-starlette                             2.2.1                  python                   
sseclient-py                              1.8.0                  python                   
stack-data                                0.6.3                  python                   
starlette                                 0.46.2                 python                   
storage3                                  0.7.7                  python                   
strenum                                   0.4.15                 python                   
supabase                                  2.6.0                  python                   
supafunc                                  0.5.1                  python                   
sympy                                     1.13.3                 python                   
syrupy                                    4.9.1                  python                   
sysvinit-utils                            3.06-4                 deb                      
tabulate                                  0.9.0                  python                   
tar                                       1.34+dfsg-1.2+deb12u1  deb                      
tenacity                                  8.5.0                  python                   
termcolor                                 3.0.1                  python                   
tiktoken                                  0.9.0                  python                   
tokenizers                                0.20.3                 python                   
toml                                      0.10.2                 python                   
tomli                                     2.0.1                  python  (+1 duplicate)   
tomli                                     2.2.1                  python                   
tomli-w                                   1.2.0                  python                   
tqdm                                      4.67.1                 python                   
traitlets                                 5.14.3                 python                   
tree-sitter                               0.23.2                 python                   
tree-sitter-python                        0.23.6                 python                   
typeguard                                 4.3.0                  python  (+1 duplicate)   
typer                                     0.15.2                 python                   
types-cachetools                          5.5.0.20240820         python                   
types-requests                            2.32.0.20250328        python                   
typing-extensions                         4.12.2                 python  (+1 duplicate)   
typing-extensions                         4.13.2                 python                   
typing-inspect                            0.9.0                  python                   
typing-inspection                         0.4.0                  python                   
tzdata                                    2025.2                 python                   
tzdata                                    2025b-0+deb12u1        deb                      
ujson                                     5.10.0                 python                   
uncurl                                    0.0.11                 python                   
unstructured-client                       0.25.9                 python                   
upstash-vector                            0.6.0                  python                   
uritemplate                               4.1.1                  python                   
urllib3                                   2.4.0                  python                   
usr-is-merged                             37~deb12u1             deb                      
util-linux                                2.38.1-5+deb12u3       deb                      
util-linux-extra                          2.38.1-5+deb12u3       deb                      
uuid6                                     2024.7.10              python                   
uv                                        0.6.14                 python  (+1 duplicate)   
uvicorn                                   0.34.2                 python                   
uvloop                                    0.21.0                 python                   
validators                                0.34.0                 python                   
watchfiles                                1.0.5                  python                   
wcwidth                                   0.2.13                 python                   
weaviate-client                           4.10.2                 python                   
webencodings                              0.5.1                  python                   
websocket-client                          1.8.0                  python                   
websockets                                12.0                   python                   
wheel                                     0.43.0                 python                   
wheel                                     0.45.1                 python  (+1 duplicate)   
wikipedia                                 1.4.0                  python  (+1 duplicate)   
wolframalpha                              5.1.3                  python                   
wrapt                                     1.17.2                 python                   
xmltodict                                 0.14.2                 python                   
xxhash                                    3.5.0                  python                   
yarl                                      1.20.0                 python                   
yfinance                                  0.2.50                 python                   
youtube-transcript-api                    0.6.3                  python                   
zep-python                                2.0.2                  python                   
zipp                                      3.19.2                 python  (+1 duplicate)   
zipp                                      3.21.0                 python                   
zlib1g                                    1:1.2.13.dfsg-1        deb                      
zstandard                                 0.23.0                 python                   
