NAME                                                 VERSION                           TYPE                          
jetty-security                                       9.4.53.v20231009                  java-archive                   
jetty-server                                         9.4.53.v20231009                  java-archive                   
jetty-servlet                                        9.4.53.v20231009                  java-archive                   
jetty-servlets                                       9.4.53.v20231009                  java-archive                   
jetty-util                                           9.4.53.v20231009                  java-archive                   
jetty-util-ajax                                      9.4.53.v20231009                  java-archive                   
jetty-webapp                                         9.4.53.v20231009                  java-archive                   
jetty-xml                                            9.4.53.v20231009                  java-archive                   
jfr                                                  1.8.0_412                         java-archive                   
jline                                                3.21.0                            java-archive                   
jline-builtins                                       3.21.0                            java-archive                   
jline-reader                                         3.21.0                            java-archive                   
jline-remote-ssh                                     3.21.0                            java-archive                   
jline-remote-telnet                                  3.21.0                            java-archive                   
jline-style                                          3.21.0                            java-archive                   
jline-terminal                                       3.21.0                            java-archive                   
jline-terminal-jansi                                 3.21.0                            java-archive                   
jline-terminal-jna                                   3.21.0                            java-archive                   
jmespath-java                                        1.12.658                          java-archive                   
jna                                                  5.11.0                            java-archive                   
jna-platform                                         5.11.0                            java-archive                   
joda-time                                            2.10.6                            java-archive  (+1 duplicate)   
json                                                 20231013                          java-archive                   
json-c                                               0.13.1-3.el8                      rpm                            
json-glib                                            1.4.4-1.el8                       rpm                            
json-patch                                           1.9                               java-archive                   
json-schema-validator                                1.0.77                            java-archive                   
jsoup                                                1.15.3                            java-archive                   
jsr166e                                              1.1.0                             java-archive                   
jsr305                                               3.0.0                             java-archive                   
jsr311-api                                           1.1.1                             java-archive                   
jsse                                                 1.8.0_412                         java-archive                   
jts                                                  1.13                              java-archive                   
keycloak-adapter-spi                                 12.0.3                            java-archive                   
keycloak-common                                      12.0.3                            java-archive                   
keycloak-saml-adapter-api-public                     12.0.3                            java-archive                   
keycloak-saml-adapter-core                           12.0.3                            java-archive                   
keycloak-saml-core                                   12.0.3                            java-archive                   
keycloak-saml-core-public                            12.0.3                            java-archive                   
keycloak-saml-servlet-filter-adapter                 12.0.3                            java-archive                   
keycloak-servlet-adapter-spi                         12.0.3                            java-archive                   
keyutils-libs                                        1.5.10-9.el8                      rpm                            
kmod-libs                                            25-19.el8                         rpm                            
krb5-libs                                            1.18.2-26.el8_9                   rpm                            
langpacks-en                                         1.0-12.el8                        rpm                            
libacl                                               2.2.53-1.el8                      rpm                            
libarchive                                           3.3.3-5.el8                       rpm                            
libassuan                                            2.5.1-3.el8                       rpm                            
libattr                                              2.4.48-3.el8                      rpm                            
libblkid                                             2.32.1-44.el8_9.1                 rpm                            
libcap                                               2.48-6.el8_9                      rpm                            
libcap-ng                                            0.7.11-1.el8                      rpm                            
libcom_err                                           1.45.6-5.el8                      rpm                            
libcurl                                              7.61.1-33.el8_9.5                 rpm                            
libdb                                                5.3.28-42.el8_4                   rpm                            
libdb-utils                                          5.3.28-42.el8_4                   rpm                            
libdnf                                               0.63.0-17.el8_9                   rpm                            
libfdisk                                             2.32.1-44.el8_9.1                 rpm                            
libffi                                               3.1-24.el8                        rpm                            
libgcc                                               8.5.0-20.el8                      rpm                            
libgcrypt                                            1.8.5-7.el8_6                     rpm                            
libgpg-error                                         1.31-1.el8                        rpm                            
libidn2                                              2.2.0-1.el8                       rpm                            
libksba                                              1.3.5-9.el8_7                     rpm                            
libmodulemd                                          2.13.0-1.el8                      rpm                            
libmount                                             2.32.1-44.el8_9.1                 rpm                            
libnghttp2                                           1.33.0-5.el8_9                    rpm                            
libnsl2                                              1.2.0-2.20180605git4a062cf.el8    rpm                            
libpeas                                              1.22.0-6.el8                      rpm                            
libpng                                               2:1.6.34-5.el8                    rpm                            
libpsl                                               0.20.2-6.el8                      rpm                            
libpwquality                                         1.4.4-6.el8                       rpm                            
librepo                                              1.14.2-4.el8                      rpm                            
librhsm                                              0.0.3-5.el8                       rpm                            
libseccomp                                           2.5.2-1.el8                       rpm                            
libselinux                                           2.9-8.el8                         rpm                            
libsemanage                                          2.9-9.el8_6                       rpm                            
libsepol                                             2.9-3.el8                         rpm                            
libsigsegv                                           2.11-5.el8                        rpm                            
libsmartcols                                         2.32.1-44.el8_9.1                 rpm                            
libsolv                                              0.7.20-6.el8                      rpm                            
libssh                                               0.9.6-13.el8_9                    rpm                            
libssh-config                                        0.9.6-13.el8_9                    rpm                            
libstdc++                                            8.5.0-20.el8                      rpm                            
libtasn1                                             4.13-4.el8_7                      rpm                            
libtirpc                                             1.1.4-8.el8                       rpm                            
libunistring                                         0.9.9-3.el8                       rpm                            
libusbx                                              1.0.23-4.el8                      rpm                            
libutempter                                          1.1.6-14.el8                      rpm                            
libuuid                                              2.32.1-44.el8_9.1                 rpm                            
libverto                                             0.3.2-2.el8                       rpm                            
libxcrypt                                            4.1.1-6.el8                       rpm                            
libxkbcommon                                         0.9.1-1.el8                       rpm                            
libxml2                                              2.9.7-18.el8_9                    rpm                            
libyaml                                              0.1.7-5.el8                       rpm                            
libzstd                                              1.4.4-1.el8                       rpm                            
license-bundle                                       1.6.0                             java-archive                   
lksctp-tools                                         1.0.18-3.el8                      rpm                            
local_policy                                         UNKNOWN                           java-archive  (+1 duplicate)   
localedata                                           UNKNOWN                           java-archive                   
logback-access                                       1.2.13                            java-archive                   
lua                                                  5.3.4-12.el8                      rpm                            
lua-libs                                             5.3.4-12.el8                      rpm                            
lz4-libs                                             1.8.3-3.el8_4                     rpm                            
management-agent                                     UNKNOWN                           java-archive                   
maven-artifact                                       3.8.6                             java-archive                   
maven-builder-support                                3.8.6                             java-archive                   
maven-model                                          3.8.1                             java-archive                   
maven-model                                          3.8.6                             java-archive                   
maven-model-builder                                  3.8.6                             java-archive                   
maven-repository-metadata                            3.8.1                             java-archive                   
maven-repository-metadata                            3.8.6                             java-archive                   
maven-resolver-api                                   1.8.2                             java-archive                   
maven-resolver-connector-basic                       1.8.2                             java-archive                   
maven-resolver-impl                                  1.8.2                             java-archive                   
maven-resolver-named-locks                           1.8.2                             java-archive                   
maven-resolver-provider                              3.8.6                             java-archive                   
maven-resolver-spi                                   1.8.2                             java-archive                   
maven-resolver-transport-wagon                       1.8.2                             java-archive                   
maven-resolver-util                                  1.8.2                             java-archive                   
maven-settings                                       3.8.6                             java-archive                   
maven-settings-builder                               3.8.6                             java-archive                   
metrics-annotation                                   4.1.0                             java-archive                   
metrics-core                                         4.1.0                             java-archive                   
metrics-guice                                        3.2.2                             java-archive                   
metrics-healthchecks                                 4.1.0                             java-archive                   
metrics-httpclient                                   4.1.0                             java-archive                   
metrics-jetty9                                       4.1.0                             java-archive                   
metrics-json                                         4.1.0                             java-archive                   
metrics-jvm                                          4.1.0                             java-archive                   
metrics-logback                                      4.1.0                             java-archive                   
metrics-servlet                                      4.1.0                             java-archive                   
metrics-servlets                                     4.1.0                             java-archive                   
microdnf                                             3.8.0-2.el8                       rpm                            
model                                                1.57.0-01                         java-archive                   
mpfr                                                 3.1.6-1.el8                       rpm                            
msg-simple                                           1.1                               java-archive                   
mybatis                                              3.5.15                            java-archive                   
nashorn                                              1.8.0_412-b08                     java-archive                   
ncurses-base                                         6.1-10.20180224.el8               rpm                            
ncurses-libs                                         6.1-10.20180224.el8               rpm                            
nettle                                               3.4.1-7.el8                       rpm                            
nexus-ahc-plugin                                     3.68.0-04                         java-archive                   
nexus-analytics-plugin                               3.68.0-04                         java-archive                   
nexus-audit                                          3.68.0-04                         java-archive                   
nexus-audit-plugin                                   3.68.0-04                         java-archive                   
nexus-base                                           3.68.0-04                         java-archive                   
nexus-blobstore                                      3.68.0-04                         java-archive                   
nexus-blobstore-api                                  3.68.0-04                         java-archive                   
nexus-blobstore-azure-cloud                          3.68.0-04                         java-archive                   
nexus-blobstore-file                                 3.68.0-04                         java-archive                   
nexus-blobstore-group                                3.68.0-04                         java-archive                   
nexus-blobstore-s3                                   3.68.0-04                         java-archive                   
nexus-blobstore-tasks                                3.68.0-04                         java-archive                   
nexus-bootstrap                                      3.68.0-04                         java-archive                   
nexus-cache                                          3.68.0-04                         java-archive                   
nexus-capability                                     3.68.0-04                         java-archive                   
nexus-cleanup                                        3.68.0-04                         java-archive                   
nexus-cleanup-config                                 3.68.0-04                         java-archive                   
nexus-cleanup-pro-plugin                             3.68.0-04                         java-archive                   
nexus-clm-oss-plugin                                 3.68.0-04                         java-archive                   
nexus-clm-plugin                                     3.68.0-04                         java-archive                   
nexus-commands                                       3.68.0-04                         java-archive                   
nexus-common                                         3.68.0-04                         java-archive                   
nexus-core                                           3.68.0-04                         java-archive                   
nexus-coreui-plugin                                  3.68.0-04                         java-archive                   
nexus-crowd-plugin                                   3.68.0-04                         java-archive                   
nexus-crypto                                         3.68.0-04                         java-archive                   
nexus-datastore                                      3.68.0-04                         java-archive                   
nexus-datastore-api                                  3.68.0-04                         java-archive                   
nexus-datastore-clustering                           3.68.0-04                         java-archive                   
nexus-datastore-mybatis                              3.68.0-04                         java-archive                   
nexus-default-role-plugin                            3.68.0-04                         java-archive                   
nexus-distributed-event-service-api                  3.68.0-04                         java-archive                   
nexus-elasticsearch                                  3.68.0-04                         java-archive                   
nexus-email                                          3.68.0-04                         java-archive                   
nexus-export-import-plugin                           3.68.0-04                         java-archive                   
nexus-extdirect                                      3.68.0-04                         java-archive                   
nexus-extender                                       3.68.0-04                         java-archive                   
nexus-features                                       3.68.0-04                         java-archive                   
nexus-firewall-common                                3.68.0-04                         java-archive                   
nexus-formfields                                     3.68.0-04                         java-archive                   
nexus-group-deploy                                   3.68.0-04                         java-archive                   
nexus-guice-servlet                                  3.68.0-04                         java-archive                   
nexus-healthcheck-base                               3.68.0-04                         java-archive                   
nexus-httpclient                                     3.68.0-04                         java-archive                   
nexus-jmx                                            3.68.0-04                         java-archive                   
nexus-ldap-plugin                                    3.68.0-04                         java-archive                   
nexus-licensing-extension                            3.68.0-04                         java-archive                   
nexus-licensing-plugin                               3.68.0-04                         java-archive                   
nexus-main                                           3.68.0-04                         java-archive  (+1 duplicate)   
nexus-migration-plugin                               3.68.0-04                         java-archive                   
nexus-mime                                           3.68.0-04                         java-archive                   
nexus-onboarding-plugin                              3.68.0-04                         java-archive                   
nexus-orient                                         3.68.0-04                         java-archive                   
nexus-orient-console                                 3.68.0-04                         java-archive                   
nexus-oss-edition                                    3.68.0-04                         java-archive                   
nexus-ossindex-plugin                                3.68.0-04                         java-archive                   
nexus-outreach-plugin                                3.68.0-04                         java-archive                   
nexus-pax-logging                                    3.68.0-04                         java-archive                   
nexus-plugin-api                                     3.68.0-04                         java-archive                   
nexus-pro-datastore-plugin                           3.68.0-04                         java-archive                   
nexus-pro-edition                                    3.68.0-04                         java-archive                   
nexus-pro-starter-edition                            3.68.0-04                         java-archive                   
nexus-pro-starter-plugin                             3.68.0-04                         java-archive                   
nexus-pro-system-checks-plugin                       3.68.0-04                         java-archive                   
nexus-proui-plugin                                   3.68.0-04                         java-archive                   
nexus-proximanova-plugin                             3.68.0-04                         java-archive                   
nexus-quartz                                         3.68.0-04                         java-archive                   
nexus-rapture                                        3.68.0-04                         java-archive                   
nexus-replication-plugin                             3.68.0-04                         java-archive                   
nexus-replicator-cli                                 3.68.0-04                         java-archive                   
nexus-repository                                     3.68.0-04                         java-archive                   
nexus-repository-apt                                 3.68.0-04                         java-archive                   
nexus-repository-bower                               3.68.0-04                         java-archive                   
nexus-repository-cocoapods                           3.68.0-04                         java-archive                   
nexus-repository-conan                               3.68.0-04                         java-archive                   
nexus-repository-conda                               3.68.0-04                         java-archive                   
nexus-repository-config                              3.68.0-04                         java-archive                   
nexus-repository-content                             3.68.0-04                         java-archive                   
nexus-repository-docker                              3.68.0-04                         java-archive                   
nexus-repository-gitlfs                              3.68.0-04                         java-archive                   
nexus-repository-golang                              3.68.0-04                         java-archive                   
nexus-repository-helm                                3.68.0-04                         java-archive                   
nexus-repository-httpbridge                          3.68.0-04                         java-archive                   
nexus-repository-maven                               3.68.0-04                         java-archive                   
nexus-repository-move-plugin                         3.68.0-04                         java-archive                   
nexus-repository-npm                                 3.68.0-04                         java-archive                   
nexus-repository-nuget                               3.68.0-04                         java-archive                   
nexus-repository-p2                                  3.68.0-04                         java-archive                   
nexus-repository-pypi                                3.68.0-04                         java-archive                   
nexus-repository-r                                   3.68.0-04                         java-archive                   
nexus-repository-raw                                 3.68.0-04                         java-archive                   
nexus-repository-rubygems                            3.68.0-04                         java-archive                   
nexus-repository-services                            3.68.0-04                         java-archive                   
nexus-repository-view                                3.68.0-04                         java-archive                   
nexus-repository-yum                                 3.68.0-04                         java-archive                   
nexus-rest                                           3.68.0-04                         java-archive                   
nexus-rest-client                                    3.68.0-04                         java-archive                   
nexus-rest-jackson2                                  3.68.0-04                         java-archive                   
nexus-rutauth-plugin                                 3.68.0-04                         java-archive                   
nexus-saml-plugin                                    3.68.0-04                         java-archive                   
nexus-scheduling                                     3.68.0-04                         java-archive                   
nexus-script                                         3.68.0-04                         java-archive                   
nexus-script-plugin                                  3.68.0-04                         java-archive                   
nexus-security                                       3.68.0-04                         java-archive                   
nexus-selector                                       3.68.0-04                         java-archive                   
nexus-servlet                                        3.68.0-04                         java-archive                   
nexus-siesta                                         3.68.0-04                         java-archive                   
nexus-ssl                                            3.68.0-04                         java-archive                   
nexus-ssl-plugin                                     3.68.0-04                         java-archive                   
nexus-staging-plugin                                 3.68.0-04                         java-archive                   
nexus-supportzip-api                                 3.68.0-04                         java-archive                   
nexus-swagger                                        3.68.0-04                         java-archive                   
nexus-tags-plugin                                    3.68.0-04                         java-archive                   
nexus-task-log-cleanup                               3.68.0-04                         java-archive                   
nexus-task-logging                                   3.68.0-04                         java-archive                   
nexus-thread                                         3.68.0-04                         java-archive                   
nexus-transaction                                    3.68.0-04                         java-archive                   
nexus-ui-plugin                                      3.68.0-04                         java-archive                   
nexus-upgrade                                        3.68.0-04                         java-archive                   
nexus-usertoken-plugin                               3.68.0-04                         java-archive                   
nexus-validation                                     3.68.0-04                         java-archive                   
nexus-vulnerability-plugin                           3.68.0-04                         java-archive                   
nexus-webhooks                                       3.68.0-04                         java-archive                   
nexus-webresources-api                               3.68.0-04                         java-archive                   
nexus2-npm-metadata-export                           3.68.0-04                         java-archive                   
npth                                                 1.5-4.el8                         rpm                            
nspr                                                 4.35.0-1.el8_8                    rpm                            
nss                                                  3.90.0-6.el8_9                    rpm                            
nss-softokn                                          3.90.0-6.el8_9                    rpm                            
nss-softokn-freebl                                   3.90.0-6.el8_9                    rpm                            
nss-sysinit                                          3.90.0-6.el8_9                    rpm                            
nss-util                                             3.90.0-6.el8_9                    rpm                            
objenesis                                            3.2                               java-archive                   
offheap-store                                        2.5.1                             java-archive                   
ognl                                                 3.4.2                             java-archive                   
openldap                                             2.4.46-18.el8                     rpm                            
openssl-libs                                         1:1.1.1k-12.el8_9                 rpm                            
ops4j-base-io                                        1.5.1                             java-archive                   
ops4j-base-lang                                      1.5.1                             java-archive                   
ops4j-base-monitors                                  1.5.1                             java-archive                   
ops4j-base-net                                       1.5.1                             java-archive                   
ops4j-base-util-collections                          1.5.1                             java-archive                   
ops4j-base-util-property                             1.5.1                             java-archive                   
ops4j-base-util-xml                                  1.5.1                             java-archive                   
org.apache.aries.jmx.api                             1.1.5                             java-archive                   
org.apache.aries.jmx.blueprint.api                   1.2.0                             java-archive                   
org.apache.aries.jmx.blueprint.core                  1.2.0                             java-archive                   
org.apache.aries.jmx.core                            1.1.8                             java-archive                   
org.apache.aries.jmx.whiteboard                      1.2.0                             java-archive                   
org.apache.aries.spifly.dynamic.framework.extension  1.3.6                             java-archive                   
org.apache.aries.util                                1.1.3                             java-archive                   
org.apache.felix.cm.json                             1.0.6                             java-archive                   
org.apache.felix.configadmin                         1.9.26                            java-archive                   
org.apache.felix.configadmin.plugin.interpolation    1.2.6                             java-archive                   
org.apache.felix.configurator                        1.0.16                            java-archive                   
org.apache.felix.converter                           1.0.14                            java-archive                   
org.apache.felix.coordinator                         1.0.2                             java-archive                   
org.apache.felix.fileinstall                         3.7.4                             java-archive                   
org.apache.felix.framework                           6.0.5                             java-archive                   
org.apache.felix.gogo.runtime                        1.1.6                             java-archive                   
org.apache.felix.inventory                           1.1.0                             java-archive                   
org.apache.felix.metatype                            1.2.2                             java-archive                   
org.apache.felix.metatype                            1.2.4                             java-archive                   
org.apache.felix.scr                                 2.1.30                            java-archive                   
org.apache.felix.webconsole.plugins.ds               2.2.0                             java-archive                   
org.apache.karaf.bundle.core                         4.3.9                             java-archive                   
org.apache.karaf.client                              4.3.9                             java-archive                   
org.apache.karaf.config.core                         4.3.9                             java-archive                   
org.apache.karaf.deployer.blueprint                  4.3.9                             java-archive                   
org.apache.karaf.deployer.features                   4.3.9                             java-archive                   
