NAME                       VERSION                         TYPE     
libmd0                     1.0.4-2                         deb       
libmount1                  2.38.1-5+deb12u1                deb       
libmpc3                    1.3.1-1                         deb       
libmpfr6                   4.2.0-1                         deb       
libncursesw6               6.4-4                           deb       
libnettle8                 3.8.1-2                         deb       
libnghttp2-14              1.52.0-1+deb12u1                deb       
libnsl-dev                 1.3.0-2                         deb       
libnsl2                    1.3.0-2                         deb       
libonig5                   6.9.8-1                         deb       
libp11-kit0                0.24.1-2                        deb       
libpam-modules             1.5.2-6+deb12u1                 deb       
libpam-modules-bin         1.5.2-6+deb12u1                 deb       
libpam-runtime             1.5.2-6+deb12u1                 deb       
libpam0g                   1.5.2-6+deb12u1                 deb       
libpcre2-8-0               10.42-1                         deb       
libperl5.36                5.36.0-7+deb12u1                deb       
libphp                     8.3.7                           binary    
libpkgconf3                1.8.1-1                         deb       
libproc2-0                 2:4.0.2-3                       deb       
libpsl5                    0.21.2-1                        deb       
libquadmath0               12.2.0-14                       deb       
libreadline8               8.2-1.3                         deb       
librtmp1                   2.4+20151223.gitfa8646d.1-2+b2  deb       
libsasl2-2                 2.1.28+dfsg-10                  deb       
libsasl2-modules-db        2.1.28+dfsg-10                  deb       
libseccomp2                2.5.4-1+b3                      deb       
libselinux1                3.4-1+b6                        deb       
libsemanage-common         3.4-1                           deb       
libsemanage2               3.4-1+b5                        deb       
libsepol2                  3.4-2.1                         deb       
libsmartcols1              2.38.1-5+deb12u1                deb       
libsodium23                1.0.18-1                        deb       
libsqlite3-0               3.40.1-2                        deb       
libss2                     1.47.0-2                        deb       
libssh2-1                  1.10.0-3+b1                     deb       
libssl3                    3.0.11-1~deb12u2                deb       
libstdc++-12-dev           12.2.0-14                       deb       
libstdc++6                 12.2.0-14                       deb       
libsystemd0                252.22-1~deb12u1                deb       
libtasn1-6                 4.19.0-2                        deb       
libtinfo6                  6.4-4                           deb       
libtirpc-common            1.3.3+ds-1                      deb       
libtirpc-dev               1.3.3+ds-1                      deb       
libtirpc3                  1.3.3+ds-1                      deb       
libtsan2                   12.2.0-14                       deb       
libubsan1                  12.2.0-14                       deb       
libudev1                   252.22-1~deb12u1                deb       
libunistring2              1.0-2                           deb       
libuuid1                   2.38.1-5+deb12u1                deb       
libxml2                    2.9.14+dfsg-1.3~deb12u1         deb       
libxxhash0                 0.8.1-1                         deb       
libzstd1                   1.5.4+dfsg2-5                   deb       
linux-libc-dev             6.1.90-1                        deb       
login                      1:4.13+dfsg1-1+b1               deb       
logsave                    1.47.0-2                        deb       
m4                         1.4.19-3                        deb       
make                       4.3-4.1                         deb       
mawk                       1.3.4.20200120-3.1              deb       
media-types                10.0.0                          deb       
mount                      2.38.1-5+deb12u1                deb       
ncurses-base               6.4-4                           deb       
ncurses-bin                6.4-4                           deb       
openssl                    3.0.11-1~deb12u2                deb       
passwd                     1:4.13+dfsg1-1+b1               deb       
patch                      2.7.6-7                         deb       
perl                       5.36.0-7+deb12u1                deb       
perl-base                  5.36.0-7+deb12u1                deb       
perl-modules-5.36          5.36.0-7+deb12u1                deb       
php-cli                    8.3.7                           binary    
pkg-config                 1.8.1-1                         deb       
pkgconf                    1.8.1-1                         deb       
pkgconf-bin                1.8.1-1                         deb       
procps                     2:4.0.2-3                       deb       
re2c                       3.0-2                           deb       
readline-common            8.2-1.3                         deb       
rpcsvc-proto               1.4.3-1                         deb       
sed                        4.9-1                           deb       
sysvinit-utils             3.06-4                          deb       
tar                        1.34+dfsg-1.2+deb12u1           deb       
tzdata                     2024a-0+deb12u1                 deb       
unzip                      6.0-28                          deb       
usr-is-merged              37~deb12u1                      deb       
util-linux                 2.38.1-5+deb12u1                deb       
util-linux-extra           2.38.1-5+deb12u1                deb       
xz-utils                   5.4.1-0.2                       deb       
zlib1g                     1:1.2.13.dfsg-1                 deb       
